suite,model,model_slug,source_kind,label,eval,artifact_path,screenshot_desktop_path,screenshot_mobile_path,screenshot_deep_path,screenshot_mobile_deep_path,artifact_bytes,generation_ok,generation_duration_s,input_tokens,output_tokens,total_tokens,billing_tokens,reasoning_tokens,tool_use_tokens,cache_read_tokens,cache_write_tokens,cache_hit_tokens,total_cache_tokens,effective_input_tokens,display_input_tokens,usage_event_count,tool_calls,turn_count,self_check_attempted,self_check_ran,self_check_succeeded,self_check_runs,self_check_failed_runs,self_check_successful_runs,self_correction_edits,self_corrected_after_checker,self_correction_verified,assistant_turns_trace,self_check_mode,self_check_evidence,deterministic_failures,deterministic_warnings,vlm_failures,vlm_warnings,deterministic_failure_units,deterministic_warning_units,vlm_failure_units,vlm_warning_units,desktop_failures,desktop_warnings,mobile_failures,mobile_warnings,deep_failures,deep_warnings,mobile_deep_failures,mobile_deep_warnings,artifact_present,artifact_score_100,task_score,task_score_max,quality_score,quality_cap_reason,quality_class
publish,codexspark,codexspark,clean-final,skill-with-shell-codexspark-publication-final,numeric-data,results/publish/models/codexspark/artifacts/numeric-data.html,results/publish/models/codexspark/reports/screenshots/numeric-data-desktop.png,results/publish/models/codexspark/reports/screenshots/numeric-data-mobile.png,results/publish/models/codexspark/reports/screenshots/numeric-data-deep.png,results/publish/models/codexspark/reports/screenshots/numeric-data-mobile-deep.png,17281,True,82.34,825347,23923,849270,849270,13374,0,0,0,770688,770688,54659,825347,32,31,32,False,False,False,0,0,0,0,False,False,32,,,6,2,1,0,2,1,1,0,1,1,2,0,1,1,2,0,True,35.0,7.0,20,35.0,missing_birch_css,fail
publish,codexspark,codexspark,clean-final,skill-with-shell-codexspark-publication-final,code-review,results/publish/models/codexspark/artifacts/code-review.html,results/publish/models/codexspark/reports/screenshots/code-review-desktop.png,results/publish/models/codexspark/reports/screenshots/code-review-mobile.png,results/publish/models/codexspark/reports/screenshots/code-review-deep.png,results/publish/models/codexspark/reports/screenshots/code-review-mobile-deep.png,9658,False,60.395,1737615,21291,1758906,1758906,17081,0,0,0,1702656,1702656,86941,1789597,41,32,26,True,True,True,3,0,3,0,False,False,41,"checker-shell-reference,read-checker","read /home/shaun/source/birch-html/scripts/check_birch_renderings.py | shell referenced checker: nl -ba /home/shaun/source/birch-html/scripts/check_birch_renderings.py | sed -n '1,260p' | shell referenced checker: nl -ba /home/shaun/source/birch-html/scripts/check_birch_renderings.py | sed -n '260,560p' | shell referenced checker: nl -ba /home/shaun/source/birch-html/scripts/check_birch_renderings.py | sed -n '560,920p' | shell referenced checker: nl -ba /home/shaun/source/birch-html/scripts/check_birch_renderings.py | sed -n '920,1320p'",8,0,0,0,2,0,0,0,2,0,2,0,2,0,2,0,True,35.0,7.0,20,35.0,missing_birch_css,fail
publish,codexspark,codexspark,clean-final,skill-with-shell-codexspark-publication-final,module-explainer,results/publish/models/codexspark/artifacts/module-explainer.html,results/publish/models/codexspark/reports/screenshots/module-explainer-desktop.png,results/publish/models/codexspark/reports/screenshots/module-explainer-mobile.png,results/publish/models/codexspark/reports/screenshots/module-explainer-deep.png,results/publish/models/codexspark/reports/screenshots/module-explainer-mobile-deep.png,16366,False,87.747,2740590,27049,2767639,2767639,15704,0,0,0,2024320,2024320,202803,2227123,35,51,42,True,False,False,0,0,0,0,False,False,35,"checker-shell-reference,read-checker,run-checker-cli","read /home/shaun/source/birch-html/scripts/check_birch_renderings.py | shell referenced checker: cd /home/shaun/source/birch-html && rg -n ""class\s*=\""(flow-node|flow-edge|flow-list|flow-step|metric-row|chart-panel|finding|code-block|copyable|timeline)"" styles/birch-system.css | shell referenced checker: cd /home/shaun/source/birch-html && wc -l scripts/check_birch_renderings.py | shell referenced checker: cd /home/shaun/source/birch-html && mkdir -p eval-runs/skill-with-shell-codexspark-publication-final && cat > eval-runs/skill-with-shell-codexspark-publication-final/module-explain | ran checker CLI: cd /home/shaun/source/birch-html && cat > eval-runs/skill-with-shell-codexspark-publication-final/module-explainer.html <<'EOF'
<!doctype html>
<html lang=""en"">
<head>
  <meta char",0,4,4,0,0,1,1,0,0,1,0,1,0,1,0,1,True,91,18.2,20,91,,fail
publish,codexspark,codexspark,clean-final,skill-with-shell-codexspark-publication-final,implementation-plan,results/publish/models/codexspark/artifacts/implementation-plan.html,results/publish/models/codexspark/reports/screenshots/implementation-plan-desktop.png,results/publish/models/codexspark/reports/screenshots/implementation-plan-mobile.png,results/publish/models/codexspark/reports/screenshots/implementation-plan-deep.png,results/publish/models/codexspark/reports/screenshots/implementation-plan-mobile-deep.png,46864,True,91.953,1108319,14746,1123065,1123065,8043,0,0,0,1055232,1055232,53087,1108319,35,37,35,True,True,True,2,0,2,0,False,False,35,"checker-cli-error,checker-shell-reference,read-checker,run-checker-cli","read /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py | ran checker CLI: cat > /home/shaun/source/birch-html/eval-runs/skill-with-shell-codexspark-publication-final/implementation-plan.html <<'EOF'
<!doctype html>
<html lang=""en"">
<head>
  <meta charset | ran checker CLI: python3 /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py --help | head -n 120 | checker CLI usage error | ran checker CLI: cd /home/shaun/source/birch-html && uv run skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-codexspark-publication-final/implementation-plan.html --no- | ran checker CLI: python - <<'PY'
from pathlib import Path
from inspect import getsourcelines
import importlib.util
p=Path('/home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py')
te",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,codexspark,codexspark,clean-final,skill-with-shell-codexspark-publication-final,benchmark-comparison,results/publish/models/codexspark/artifacts/benchmark-comparison.html,results/publish/models/codexspark/reports/screenshots/benchmark-comparison-desktop.png,results/publish/models/codexspark/reports/screenshots/benchmark-comparison-mobile.png,results/publish/models/codexspark/reports/screenshots/benchmark-comparison-deep.png,results/publish/models/codexspark/reports/screenshots/benchmark-comparison-mobile-deep.png,55786,True,41.038,681289,5651,686940,686940,4100,0,0,0,628224,628224,53065,681289,24,23,24,False,False,False,0,0,0,0,False,False,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,deepseek,deepseek,clean-final,skill-with-shell-deepseek-publication-final,numeric-data,results/publish/models/deepseek/artifacts/numeric-data.html,results/publish/models/deepseek/reports/screenshots/numeric-data-desktop.png,results/publish/models/deepseek/reports/screenshots/numeric-data-mobile.png,results/publish/models/deepseek/reports/screenshots/numeric-data-deep.png,results/publish/models/deepseek/reports/screenshots/numeric-data-mobile-deep.png,62489,True,280.24,594128,18097,612225,612225,0,0,0,0,560512,560512,33616,594128,18,20,18,True,True,True,2,1,1,0,False,True,18,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-deepseek-publication-final/numeric-dat | ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-deepseek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,deepseek,deepseek,clean-final,skill-with-shell-deepseek-publication-final,code-review,results/publish/models/deepseek/artifacts/code-review.html,results/publish/models/deepseek/reports/screenshots/code-review-desktop.png,results/publish/models/deepseek/reports/screenshots/code-review-mobile.png,results/publish/models/deepseek/reports/screenshots/code-review-deep.png,results/publish/models/deepseek/reports/screenshots/code-review-mobile-deep.png,62789,True,294.1,784186,14634,798820,798820,0,0,0,0,749440,749440,34746,784186,26,30,26,True,True,True,3,1,2,0,False,True,26,"checker-shell-reference,run-checker-cli","ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-deepseek-publication-final/code-review | shell referenced checker: cd /home/shaun/source/birch-html && head -30 skill/scripts/check_birch_renderings.py | grep -A5 ""add_argument"" | shell referenced checker: cd /home/shaun/source/birch-html && grep -n ""artifact\|--artifact"" skill/scripts/check_birch_renderings.py | head -10 | ran checker CLI: cd /home/shaun/source/birch-html && rm -f skill/reports/birch-rendering-check.json skill/reports/birch-rendering-check.md && uv run --with pillow python skill/scripts/check_birch_r | shell referenced checker: cd /home/shaun/source/birch-html && grep -n ""ROOT\s*="" skill/scripts/check_birch_renderings.py | head -3 | ran checker CLI: cd /home/shaun/source/birch-html && rm -f skill/reports/birch-rendering-check-code-review.json && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact /ho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,deepseek,deepseek,clean-final,skill-with-shell-deepseek-publication-final,module-explainer,results/publish/models/deepseek/artifacts/module-explainer.html,results/publish/models/deepseek/reports/screenshots/module-explainer-desktop.png,results/publish/models/deepseek/reports/screenshots/module-explainer-mobile.png,results/publish/models/deepseek/reports/screenshots/module-explainer-deep.png,results/publish/models/deepseek/reports/screenshots/module-explainer-mobile-deep.png,31473,False,177.334,215656,9938,225594,225594,0,0,0,0,449920,449920,48511,498431,10,10,6,True,True,True,2,1,1,0,False,True,10,read-checker,read /home/shaun/source/birch-html/scripts/check_birch_renderings.py,8,1,7,0,3,1,2,0,1,1,3,0,1,0,3,0,True,20.0,4.0,20,20.0,missing_birch_css_and_visibly_unstyled,fail
publish,deepseek,deepseek,clean-final,skill-with-shell-deepseek-publication-final,implementation-plan,results/publish/models/deepseek/artifacts/implementation-plan.html,results/publish/models/deepseek/reports/screenshots/implementation-plan-desktop.png,results/publish/models/deepseek/reports/screenshots/implementation-plan-mobile.png,results/publish/models/deepseek/reports/screenshots/implementation-plan-deep.png,results/publish/models/deepseek/reports/screenshots/implementation-plan-mobile-deep.png,52099,True,112.544,173739,6911,180650,180650,0,0,0,0,160128,160128,13611,173739,12,15,12,True,True,True,1,0,1,0,False,False,12,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-deepseek-publication-final/implementat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,deepseek,deepseek,clean-final,skill-with-shell-deepseek-publication-final,benchmark-comparison,results/publish/models/deepseek/artifacts/benchmark-comparison.html,results/publish/models/deepseek/reports/screenshots/benchmark-comparison-desktop.png,results/publish/models/deepseek/reports/screenshots/benchmark-comparison-mobile.png,results/publish/models/deepseek/reports/screenshots/benchmark-comparison-deep.png,results/publish/models/deepseek/reports/screenshots/benchmark-comparison-mobile-deep.png,78962,True,378.136,767427,27984,795411,795411,0,0,0,0,717696,717696,49731,767427,18,22,18,True,False,False,0,0,0,0,False,False,18,checker-shell-reference,"shell referenced checker: cd /home/shaun/source/birch-html && ls skill/scripts/check_birch_renderings.py 2>&1 && echo ""---"" && head -5 eval-runs/skill-with-shell-deepseek-publication-final/benchmark-compari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,gemini35flash,gemini35flash,clean-final,skill-with-shell-gemini35flash-publication-final,numeric-data,results/publish/models/gemini35flash/artifacts/numeric-data.html,results/publish/models/gemini35flash/reports/screenshots/numeric-data-desktop.png,results/publish/models/gemini35flash/reports/screenshots/numeric-data-mobile.png,results/publish/models/gemini35flash/reports/screenshots/numeric-data-deep.png,results/publish/models/gemini35flash/reports/screenshots/numeric-data-mobile-deep.png,53215,True,114.216,1371616,5260,1376876,1376876,12418,0,0,0,1116684,1116684,254932,1371616,29,28,29,True,True,True,2,1,1,0,False,True,29,run-checker-cli,ran checker CLI: uv run --with pillow python3 skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-gemini35flash-publication-final/numeric-data.html | ran checker CLI: uv run --with pillow python3 skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-gemini35flash-publication-final/numeric-dat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,gemini35flash,gemini35flash,clean-final,skill-with-shell-gemini35flash-publication-final,code-review,results/publish/models/gemini35flash/artifacts/code-review.html,results/publish/models/gemini35flash/reports/screenshots/code-review-desktop.png,results/publish/models/gemini35flash/reports/screenshots/code-review-mobile.png,results/publish/models/gemini35flash/reports/screenshots/code-review-deep.png,results/publish/models/gemini35flash/reports/screenshots/code-review-mobile-deep.png,53047,True,193.238,1684136,6902,1691038,1691038,23273,0,0,0,1424691,1424691,259445,1684136,34,33,34,True,True,True,3,1,2,0,False,True,34,"checker-cli-error,run-checker-cli",ran checker CLI: python3 /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py --help | checker CLI usage error | ran checker CLI: python3 /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-gemini35flash-publication-final/co | ran checker CLI: python3 /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py --no-capture --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-gemini35flash-publica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
